time_s,delta_mass_g
0.0,-0.004000000000019099
15.002040386199951,-0.0030000000000427463
30.000123500823975,-0.03200000000003911
45.001277685165405,-0.08700000000004593
60.000113010406494,-0.15100000000001046
75.00307106971741,-0.20800000000002683
90.00286149978638,-0.2340000000000373
105.00040197372437,-0.29200000000003
120.00061798095703,-0.2950000000000159
135.00116300582886,-0.09300000000001774
150.0007655620575,-0.11400000000003274
165.0018949508667,-0.12800000000004275
180.0012640953064,-0.16300000000001091
195.0011341571808,-0.18600000000003547
210.00023460388184,-0.20000000000004547
225.0007860660553,-0.22200000000003683
240.0017590522766,-0.22900000000004184
255.00005507469177,-0.2400000000000091
270.00067138671875,-0.25900000000001455
285.00065636634827,-0.2599999999999909
300.00008273124695,-0.28600000000000136
315.0008239746094,-0.3020000000000209
330.0015535354614,-0.30700000000001637
345.0016565322876,-0.3230000000000359
360.00156593322754,-0.32900000000000773
375.00123620033264,-0.3340000000000032
390.001344203949,-0.3550000000000182
405.00002431869507,-0.35000000000002274
420.00150203704834,-0.36299999999999955
435.0026216506958,-0.375
450.0000503063202,-0.37000000000000455
465.0002121925354,-0.38400000000001455
480.00305342674255,-0.3900000000000432
495.0018970966339,-0.3900000000000432
510.00263810157776,-0.40399999999999636
525.00159907341,-0.40500000000002956
540.0002608299255,-0.4140000000000441
555.0014469623566,-0.42900000000003047
570.0014536380768,-0.4270000000000209
585.0013628005981,-0.4410000000000309
600.0021314620972,-0.4460000000000264
615.0001811981201,-0.4490000000000123
630.0011310577393,-0.47100000000000364
645.0008544921875,-0.47200000000003683
660.0021920204163,-0.48500000000001364
675.0006895065308,-0.5080000000000382
690.0001130104065,-0.5020000000000095
705.0014045238495,-0.5150000000000432
720.0016617774963,-0.5289999999999964
735.0005166530609,-0.5240000000000009
750.0014252662659,-0.5440000000000396
765.0002777576447,-0.5570000000000164
780.0014922618866,-0.5570000000000164
795.0005965232849,-0.5750000000000455
810.0005309581757,-0.5699999999999932
825.0011339187622,-0.5850000000000364
840.0002198219299,-0.6020000000000323
855.0030725002289,-0.6000000000000227
870.0000696182251,-0.6190000000000282
885.0031287670135,-0.6260000000000332
900.0011098384857,-0.6270000000000095
915.0018737316132,-0.6419999999999959
930.0012457370758,-0.646000000000015
945.0008628368378,-0.6539999999999964
960.0013637542725,-0.6720000000000255
975.0022737979889,-0.6709999999999923
990.0002574920654,-0.6840000000000259
1005.0016877651215,-0.6920000000000073
1020.0004892349243,-0.6899999999999977
1035.0032782554626,-0.7060000000000173
1050.0006935596466,-0.7100000000000364
1065.0004377365112,-0.7150000000000318
1080.0008027553558,-0.7330000000000041
1095.0021505355835,-0.7320000000000277
1110.002852678299,-0.7440000000000282
1125.0014564990997,-0.7660000000000196
1140.003317117691,-0.76400000000001
1155.000387430191,-0.7839999999999918
1170.0026926994324,-0.7880000000000109
1185.0011341571808,-0.7839999999999918
1200.0019001960754,-0.8000000000000114
1215.0020322799683,-0.7980000000000018
1230.0016701221466,-0.8029999999999973
1245.0009198188782,-0.8559999999999945
1260.000548839569,-0.8199999999999932
1275.0011157989502,-0.8350000000000364
1290.0012111663818,-0.8590000000000373
1305.00150680542,-0.8600000000000136
1320.0011794567108,-0.867999999999995
1335.0013036727905,-0.8700000000000045
1350.0031595230103,-0.867999999999995
1365.0006318092346,-0.8700000000000045
1380.0020048618317,-0.8559999999999945
1395.002384185791,-0.8660000000000423
1410.001859664917,-0.882000000000005
1425.0027375221252,-0.8880000000000337
1440.0018355846405,-0.8990000000000009
1455.0011212825775,-0.9089999999999918
1470.0013785362244,-0.9089999999999918
1485.0017657279968,-0.9250000000000114
1500.0007054805756,-0.9320000000000164
1515.0018875598907,-0.9510000000000218
1530.0003955364227,-0.9639999999999986
1545.001259803772,-0.9610000000000127
1560.0017611980438,-0.9770000000000323
1575.0000581741333,-0.9840000000000373
1590.001904964447,-0.9830000000000041
1605.000339269638,-1.0060000000000286
1620.0000326633453,-1.0090000000000146
1635.0032198429108,-1.0130000000000337
1650.0005855560303,-1.02800000000002
1665.002320766449,-1.0260000000000105
1680.002827167511,-1.0409999999999968
1695.0008363723755,-1.05600000000004
1710.001948595047,-1.0529999999999973
1725.0028414726257,-1.0690000000000168
1740.0010063648224,-1.0720000000000027
1755.0014407634735,-1.0769999999999982
1770.0005855560303,-1.0930000000000177
1785.0019733905792,-1.0920000000000414
1800.0034868717194,-1.1030000000000086
