out_pump_steps_rate,in_pump_steps_rate,initial_mass,mass_3min,end_mass,delta_mass_end_minus_3min
85321.24778073445,85577.72811953993,0.0,-0.002999999999985903,-0.2449999999999477,-0.2419999999999618
84321.24778073445,85577.72811953993,0.0,0.011000000000024102,0.07699999999999818,0.06599999999997408
84821.0,85577.72811953993,0.0,-0.0049999999999954525,0.09899999999998954,0.103999999999985
85071.0,85577.72811953993,0.0,0.010000000000047748,0.43600000000003547,0.4259999999999877
85196.0,85577.72811953993,-0.0049999999999954525,0.019000000000005457,0.15699999999998226,0.1379999999999768
85259.0,85577.72811953993,0.0020000000000095497,0.011000000000024102,0.09899999999998954,0.08799999999996544
85290.0,85577.72811953993,-0.0030000000000427463,0.01799999999997226,0.03999999999996362,0.02199999999999136
85306.0,85577.72811953993,0.0,0.01799999999997226,0.09299999999996089,0.07499999999998863
85314.0,85577.72811953993,0.0,0.009999999999990905,0.031999999999982265,0.02199999999999136
85318.0,85577.72811953993,0.0,0.004000000000019099,0.07300000000003593,0.06900000000001683
85320.0,85577.72811953993,0.0,0.0009999999999763531,0.09800000000001319,0.09700000000003683
85321.0,85577.72811953993,0.0,0.007999999999981355,0.08099999999996044,0.07299999999997908
