out_pump_steps_rate,in_pump_steps_rate,initial_mass,mass_3min,end_mass,delta_mass_end_minus_3min
148802,148802,0.0,0.012000000000000455,0.02600000000001046,0.014000000000010004
149802,148802,0.0,0.0020000000000095497,0.016999999999995907,0.014999999999986358
150802,148802,-0.0009999999999763531,0.002999999999985903,-0.0020000000000095497,-0.0049999999999954525
150302,148802,0.0,-0.007999999999981355,-0.021000000000015007,-0.013000000000033651
150051,148802,0.0,0.007000000000005002,0.008000000000038199,0.0010000000000331966
