out_pump_steps_rate,in_pump_steps_rate,initial_mass,mass_3min,end_mass,delta_mass_end_minus_3min
165145.93784582714,177119.90692930063,0.0,-0.10300000000000864,-0.103999999999985,-0.0009999999999763531
164145.93784582714,177119.90692930063,0.0020000000000095497,0.04899999999997817,0.271000000000015,0.22200000000003683
164645.0,177119.90692930063,0.0,0.05900000000002592,0.49099999999998545,0.4319999999999595
164895.0,177119.90692930063,0.0,0.03699999999997772,0.4089999999999918,0.3720000000000141
165020.0,177119.90692930063,0.0,0.02400000000000091,0.38400000000001455,0.36000000000001364
165083.0,177119.90692930063,0.0,0.023000000000024556,0.3310000000000173,0.3079999999999927
165114.0,177119.90692930063,-0.0049999999999954525,0.04499999999995907,0.3839999999999577,0.33899999999999864
165130.0,177119.90692930063,0.0,0.03700000000003456,0.3860000000000241,0.34899999999998954
165138.0,177119.90692930063,-0.0020000000000095497,0.023000000000024556,0.37599999999997635,0.3529999999999518
165142.0,177119.90692930063,0.0,0.04399999999998272,0.36199999999996635,0.31799999999998363
165144.0,177119.90692930063,0.0,0.04099999999999682,0.3410000000000082,0.30000000000001137
165145.0,177119.90692930063,0.0,0.014000000000010004,0.3480000000000132,0.3340000000000032
