out_pump_steps_rate,in_pump_steps_rate,initial_mass,mass_3min,end_mass,delta_mass_end_minus_3min
43141.06279936019,46493.61203380202,0.0,-0.06200000000001182,-0.589999999999975,-0.5279999999999632
42141.06279936019,46493.61203380202,0.0,-0.021000000000015007,0.08099999999996044,0.10199999999997544
42641.0,46493.61203380202,-0.002999999999985903,0.014999999999986358,0.16500000000002046,0.1500000000000341
42891.0,46493.61203380202,0.0,0.012999999999976808,0.09799999999995634,0.08499999999997954
43016.0,46493.61203380202,0.0,0.008000000000038199,0.06600000000003092,0.057999999999992724
43079.0,46493.61203380202,0.0,0.007999999999981355,0.09499999999997044,0.08699999999998909
43110.0,46493.61203380202,0.0,0.007000000000005002,0.10599999999999454,0.09899999999998954
43126.0,46493.61203380202,0.0,0.009999999999990905,0.08400000000000318,0.07400000000001228
43134.0,46493.61203380202,0.0,0.018000000000029104,0.10300000000000864,0.08499999999997954
43138.0,46493.61203380202,0.0,0.013999999999953161,0.09899999999998954,0.08500000000003638
43140.0,46493.61203380202,0.0,0.0,0.060000000000002274,0.060000000000002274
43141.0,46493.61203380202,-0.0030000000000427463,-0.0020000000000095497,0.08299999999996999,0.08499999999997954
