out_pump_steps_rate,in_pump_steps_rate,initial_mass,mass_3min,end_mass,delta_mass_end_minus_3min
84276.20431599465,90098.06883926484,0.0,0.05000000000001137,-0.055999999999983174,-0.10599999999999454
83276.20431599465,90098.06883926484,-0.002999999999985903,0.05200000000002092,0.22100000000000364,0.16899999999998272
83776.0,90098.06883926484,0.0,0.043000000000006366,0.45699999999999363,0.41399999999998727
84026.0,90098.06883926484,-0.0020000000000095497,0.03500000000002501,0.35300000000000864,0.31799999999998363
84151.0,90098.06883926484,0.0,0.04899999999997817,0.4549999999999841,0.4060000000000059
84214.0,90098.06883926484,0.0,0.03100000000000591,0.3450000000000273,0.3140000000000214
84245.0,90098.06883926484,0.0,0.028999999999996362,0.3170000000000073,0.2880000000000109
84261.0,90098.06883926484,0.0,0.031999999999982265,0.27499999999997726,0.242999999999995
84269.0,90098.06883926484,-0.002999999999985903,0.03900000000004411,0.35700000000002774,0.31799999999998363
84273.0,90098.06883926484,0.0,0.009000000000014552,0.26900000000000546,0.2599999999999909
84275.0,90098.06883926484,0.0,0.026999999999986812,0.3709999999999809,0.3439999999999941
84276.0,90098.06883926484,0.0,0.031999999999982265,0.29599999999999227,0.26400000000001
