out_pump_steps_rate,in_pump_steps_rate,initial_mass,mass_3min,end_mass,delta_mass_end_minus_3min
43647,43647,0.0,-0.03100000000000591,-0.31799999999998363,-0.2869999999999777
42647,43647,0.0,-0.146000000000015,-0.3159999999999741,-0.16999999999995907
41647,43647,0.0,-0.02199999999999136,-0.11000000000001364,-0.08800000000002228
40647,43647,0.0,-0.014999999999986358,-0.02199999999999136,-0.007000000000005002
39647,43647,0.0,0.0009999999999763531,0.06299999999998818,0.06200000000001182
40147,43647,0.0,-0.0019999999999527063,0.018000000000029104,0.01999999999998181
40397,43647,0.0,0.011000000000024102,0.031999999999982265,0.020999999999958163
40522,43647,0.0,-0.016999999999995907,-0.06400000000002137,-0.047000000000025466
40459,43647,0.0,-0.004000000000019099,-0.007999999999981355,-0.003999999999962256
