out_pump_steps_rate,in_pump_steps_rate,initial_mass,mass_3min,end_mass,delta_mass_end_minus_3min
213320.49021842077,213122.6904481941,0.0,0.051999999999964075,0.08400000000000318,0.03200000000003911
214320.49021842077,213122.6904481941,-0.007000000000005002,-0.012000000000000455,-0.007000000000005002,0.0049999999999954525
215320.49021842077,213122.6904481941,-0.011000000000024102,-0.03500000000002501,-0.1260000000000332,-0.09100000000000819
214820.0,213122.6904481941,0.0,-0.0010000000000331966,-0.08600000000001273,-0.08499999999997954
214569.0,213122.6904481941,-0.013000000000033651,-0.021000000000015007,-0.1150000000000091,-0.09399999999999409
214444.0,213122.6904481941,-0.005999999999971806,-0.031999999999982265,-0.117999999999995,-0.08600000000001273
214381.0,213122.6904481941,0.0,-0.012000000000000455,-0.07799999999997453,-0.06599999999997408
214350.0,213122.6904481941,0.0,-0.008000000000038199,-0.06600000000003092,-0.057999999999992724
214334.0,213122.6904481941,-0.009999999999990905,-0.04199999999997317,-0.060000000000002274,-0.018000000000029104
214326.0,213122.6904481941,0.0,0.011000000000024102,0.07300000000003593,0.06200000000001182
214330.0,213122.6904481941,-0.014999999999986358,-0.02400000000000091,-0.031999999999982265,-0.007999999999981355
214328.0,213122.6904481941,-0.013000000000033651,-0.007000000000005002,0.05899999999996908,0.06599999999997408
214329.0,213122.6904481941,-0.016000000000019554,0.0,0.028999999999996362,0.028999999999996362
