out_pump_steps_rate,in_pump_steps_rate,initial_mass,mass_3min,end_mass,delta_mass_end_minus_3min
127987.6619266299,128092.71556242464,0.0,-0.006000000000028649,-0.07900000000000773,-0.07299999999997908
126987.6619266299,128092.71556242464,0.0,0.011000000000024102,0.06799999999998363,0.05699999999995953
127487.0,128092.71556242464,0.0,0.009999999999990905,0.1519999999999868,0.1419999999999959
127737.0,128092.71556242464,0.0,0.012000000000000455,0.10900000000003729,0.09700000000003683
127862.0,128092.71556242464,0.0,0.003999999999962256,0.05000000000001137,0.04600000000004911
127925.0,128092.71556242464,0.0,0.0,0.09899999999998954,0.09899999999998954
127956.0,128092.71556242464,0.0,0.006000000000028649,0.06499999999999773,0.05899999999996908
127972.0,128092.71556242464,0.002999999999985903,0.009000000000014552,0.09300000000001774,0.08400000000000318
127980.0,128092.71556242464,0.0,0.012000000000000455,0.1139999999999759,0.10199999999997544
127984.0,128092.71556242464,0.0,0.015000000000043201,0.08000000000004093,0.06499999999999773
127986.0,128092.71556242464,0.0,0.002999999999985903,0.07200000000000273,0.06900000000001683
127987.0,128092.71556242464,0.0,0.007999999999981355,0.05299999999999727,0.045000000000015916
