out_pump_steps_rate,in_pump_steps_rate,initial_mass,mass_3min,end_mass,delta_mass_end_minus_3min
124154.85133887472,133472.12237287365,0.0,0.002999999999985903,-0.06200000000001182,-0.06499999999999773
123154.85133887472,133472.12237287365,0.0,0.053999999999973625,0.21999999999997044,0.16599999999999682
123654.0,133472.12237287365,-0.0030000000000427463,0.016999999999995907,0.3199999999999932,0.30299999999999727
123904.0,133472.12237287365,0.0,0.038000000000010914,0.28899999999998727,0.25099999999997635
124029.0,133472.12237287365,-0.002999999999985903,0.018000000000029104,0.30600000000004,0.2880000000000109
124092.0,133472.12237287365,0.0,0.029999999999972715,0.28199999999998226,0.25200000000000955
124123.0,133472.12237287365,-0.002999999999985903,0.033999999999991815,0.23200000000002774,0.19800000000003593
124139.0,133472.12237287365,-0.0030000000000427463,0.016999999999995907,0.26099999999996726,0.24399999999997135
124147.0,133472.12237287365,0.0,0.02199999999999136,0.2189999999999941,0.19700000000000273
124151.0,133472.12237287365,0.0,0.008000000000038199,0.2470000000000141,0.2389999999999759
124153.0,133472.12237287365,0.0,0.01799999999997226,0.24399999999997135,0.2259999999999991
124154.0,133472.12237287365,0.0,0.027000000000043656,0.26000000000004775,0.2330000000000041
