time_s,delta_mass_g
0.0,0.0
15.000563621520996,-0.011000000000024102
30.00158715248108,-0.006000000000028649
45.00244617462158,-0.0010000000000331966
60.003183126449585,0.0020000000000095497
75.00005793571472,-0.012000000000000455
90.0001699924469,-0.0010000000000331966
105.00073289871216,-0.015000000000043201
120.0010974407196,-0.015000000000043201
135.00020813941956,-0.023000000000024556
150.00142192840576,-0.018000000000029104
165.00103330612183,-0.02800000000002001
180.00055932998657,-0.036000000000001364
195.00254321098328,-0.03100000000000591
210.00199556350708,-0.040000000000020464
225.0014796257019,-0.04400000000003956
240.00131106376648,-0.047000000000025466
255.00039625167847,-0.03900000000004411
270.0010566711426,-0.05200000000002092
285.00052404403687,-0.05600000000004002
300.00036358833313,-0.05299999999999727
315.0026173591614,-0.04599999999999227
330.0004463195801,-0.05700000000001637
345.0009672641754,-0.05700000000001637
360.00018215179443,-0.05700000000001637
375.0004413127899,-0.05299999999999727
390.00289368629456,-0.060000000000002274
405.00052404403687,-0.07400000000001228
420.00099539756775,-0.06700000000000728
435.00323009490967,-0.08000000000004093
450.00217604637146,-0.07800000000003138
465.00151920318604,-0.08000000000004093
480.00157284736633,-0.07600000000002183
495.0023512840271,-0.07800000000003138
510.00188064575195,-0.09100000000000819
525.0016138553619,-0.08600000000001273
540.0009167194366,-0.09000000000003183
555.0032696723938,-0.09700000000003683
570.0022585391998,-0.09700000000003683
585.0000832080841,-0.08899999999999864
600.000180721283,-0.09000000000003183
615.0013952255249,-0.10000000000002274
630.0006120204926,-0.08600000000001273
645.0016949176788,-0.10300000000000864
660.0008742809296,-0.11000000000001364
675.001008272171,-0.10900000000003729
690.0009288787842,-0.10200000000003229
705.0017766952515,-0.11400000000003274
720.0021116733551,-0.117999999999995
735.0023174285889,-0.11000000000001364
750.002108335495,-0.11299999999999955
765.0007195472717,-0.132000000000005
780.001473903656,-0.12800000000004275
795.0005807876587,-0.12100000000003774
810.0000674724579,-0.1260000000000332
825.0025291442871,-0.13700000000000045
840.0033042430878,-0.12800000000004275
855.0011687278748,-0.12700000000000955
870.0013077259064,-0.13400000000001455
885.0005469322205,-0.13700000000000045
900.0016062259674,-0.132000000000005
915.0004358291626,-0.13800000000003365
930.0030655860901,-0.1490000000000009
945.0018301010132,-0.13700000000000045
960.0031425952911,-0.1400000000000432
975.0001344680786,-0.1490000000000009
990.0014624595642,-0.16800000000000637
1005.0008988380432,-0.14699999999999136
1020.0025081634521,-0.1560000000000059
1035.0014464855194,-0.18500000000000227
1050.002883195877,-0.1570000000000391
1065.0026290416718,-0.15800000000001546
1080.0016300678253,-0.17099999999999227
1095.0009965896606,-0.17200000000002547
1110.0003504753113,-0.16100000000000136
1125.0023856163025,-0.16700000000003
1140.0016448497772,-0.17900000000003047
1155.0013890266418,-0.16599999999999682
1170.0012745857239,-0.16500000000002046
1185.000905752182,-0.17900000000003047
1200.001128911972,-0.17500000000001137
1215.0014398097992,-0.16500000000002046
1230.0015497207642,-0.17500000000001137
1245.001799106598,-0.18299999999999272
1260.0002381801605,-0.17000000000001592
1275.0007810592651,-0.16500000000002046
1290.001318693161,-0.18500000000000227
1305.0004560947418,-0.18400000000002592
1320.0022687911987,-0.17200000000002547
1335.000138759613,-0.18400000000002592
1350.0027129650116,-0.19499999999999318
1365.0001702308655,-0.18200000000001637
1380.0023908615112,-0.18800000000004502
1395.0018928050995,-0.19400000000001683
1410.0011501312256,-0.19499999999999318
1425.0001101493835,-0.18000000000000682
1440.000705242157,-0.19200000000000728
1455.002923965454,-0.21700000000004138
1470.000432729721,-0.19499999999999318
1485.0014805793762,-0.19499999999999318
1500.0024621486664,-0.21700000000004138
1515.0018842220306,-0.21300000000002228
1530.0031161308289,-0.20500000000004093
1545.0015919208527,-0.2189999999999941
1560.0006597042084,-0.23900000000003274
1575.0029566287994,-0.2270000000000323
1590.0011184215546,-0.22200000000003683
1605.0006363391876,-0.24500000000000455
1620.0030896663666,-0.2440000000000282
1635.0019817352295,-0.22800000000000864
1650.002811908722,-0.23900000000003274
1665.0015783309937,-0.2510000000000332
1680.0005941390991,-0.23599999999999
1695.0025639533997,-0.2370000000000232
1710.0004439353943,-0.24500000000000455
1725.001469373703,-0.26300000000003365
1740.0032181739807,-0.24600000000003774
1755.0010673999786,-0.257000000000005
1770.0018293857574,-0.27700000000004366
1785.0004115104675,-0.26600000000001955
1800.0016894340515,-0.25600000000002865
