timestamp,steps_rate,duration,delta_mass,ml_rate
2025-07-08T16:59:17.508571,200000.0,10.00246787071228,0.18499999999999517,0.01849543556562519
2025-07-08T16:59:42.104063,200000.0,10.001749277114868,0.18299999999999983,0.018296799382756423
2025-07-08T17:00:06.743972,200000.0,10.002466201782227,0.1810000000000045,0.018095537275372563
2025-07-08T17:00:27.992171,200000.0,10.002622365951538,0.17999999999999972,0.01799528097878726
2025-07-08T17:00:52.632081,200000.0,10.00196361541748,0.1839999999999975,0.018396387656956836
2025-07-08T17:01:13.847902,200000.0,10.002410173416138,0.18599999999999994,0.018595518157647706
2025-07-08T17:01:35.095945,200000.0,10.002193689346313,0.18999999999999773,0.018995832904373105
2025-07-08T17:01:56.311996,200000.0,10.002421617507935,0.1880000000000024,0.018795448461293905
2025-07-08T17:02:17.559234,200000.0,10.002867221832275,0.18500000000000227,0.018494697160052365
2025-07-08T17:02:42.199254,200000.0,10.002911567687988,0.18099999999999739,0.018094731596415843
2025-07-08T17:03:06.839761,200000.0,10.00091290473938,0.18200000000000216,0.018198338665038602
2025-07-08T17:03:31.480003,200000.0,10.002918720245361,0.18199999999999505,0.01819468947914542
2025-07-08T17:03:52.695166,200000.0,10.002787113189697,0.1810000000000045,0.018094956730743322
2025-07-08T17:04:13.944125,200000.0,10.002783060073853,0.18599999999999994,0.018594824948510547
2025-07-08T17:04:35.192052,200000.0,10.002364873886108,0.18999999999999773,0.01899550780196435
2025-07-08T17:04:59.831206,200000.0,10.001650333404541,0.18999999999999773,0.018996864883929824
2025-07-08T17:05:21.047257,200000.0,10.003154993057251,0.1840000000000046,0.01839419664372999
2025-07-08T17:05:42.296621,200000.0,10.002472639083862,0.18299999999999983,0.018295476189051692
2025-07-08T17:06:03.512146,200000.0,10.002894163131714,0.18199999999999505,0.018194734147123512
2025-07-08T17:06:28.151923,200000.0,10.00132966041565,0.17999999999999972,0.01799760692944892
2025-07-08T17:06:52.797787,200000.0,10.002097606658936,0.18200000000000216,0.018196183156504585
2025-07-08T17:07:17.431234,200000.0,10.003021001815796,0.1869999999999976,0.01869435243273532
2025-07-08T17:07:42.071218,200000.0,10.001656770706177,0.18700000000000472,0.01869690235198917
2025-07-08T17:08:03.319182,200000.0,10.001892328262329,0.1909999999999954,0.019096386336842183
2025-07-08T17:08:24.567213,200000.0,10.002721548080444,0.18599999999999994,0.018594939297864786
2025-07-08T17:08:45.785037,200000.0,10.001747846603394,0.18299999999999983,0.018296801999677172
2025-07-08T17:09:13.847629,200000.0,10.001817226409912,0.18299999999999983,0.01829667507988311
2025-07-08T17:09:38.487760,200000.0,10.00281548500061,0.18099999999999739,0.018094905406523785
2025-07-08T17:09:59.703178,200000.0,10.001529216766357,0.17999999999999972,0.017997247830686874
2025-07-08T17:10:24.343186,200000.0,10.002041339874268,0.18099999999999739,0.018096305928912777
2025-07-08T17:10:45.592009,200000.0,10.002288103103638,0.18799999999999528,0.018795699350197707
2025-07-08T17:11:10.231231,200000.0,10.002147197723389,0.18900000000000006,0.018895942667492314
2025-07-08T17:11:34.871900,200000.0,10.00342345237732,0.1880000000000024,0.01879356611214175
2025-07-08T17:11:56.087212,200000.0,10.002257347106934,0.1839999999999975,0.01839584741870473
2025-07-08T17:12:24.152724,200000.0,10.001976251602173,0.18299999999999983,0.01829638417414617
2025-07-08T17:12:48.792808,200000.0,10.002105236053467,0.18200000000000216,0.018196169276840556
2025-07-08T17:13:13.431193,200000.0,10.002524137496948,0.1810000000000045,0.01809543246403985
2025-07-08T17:13:38.071207,200000.0,10.000922918319702,0.18099999999999739,0.01809832967199871
2025-07-08T17:13:59.319299,200000.0,10.002223491668701,0.18500000000000227,0.01849588745483412
2025-07-08T17:14:20.535969,200000.0,10.0024893283844,0.1880000000000024,0.01879532122733773
2025-07-08T17:14:45.180747,200000.0,10.00247859954834,0.18999999999999773,0.01899529182782527
2025-07-08T17:15:06.425184,200000.0,10.00297999382019,0.18500000000000227,0.018494488653810634
2025-07-08T17:15:31.063219,200000.0,10.001850366592407,0.18499999999999517,0.018496577455099836
2025-07-08T17:15:52.279923,200000.0,10.002854108810425,0.18200000000000216,0.018194807004102777
2025-07-08T17:16:16.919192,200000.0,10.002602338790894,0.18200000000000216,0.018195264975614554
2025-07-08T17:16:44.989155,200000.0,10.001799821853638,0.17999999999999972,0.017996760903643064
2025-07-08T17:17:06.199277,200000.0,10.00206470489502,0.18499999999999517,0.018496181084437097
2025-07-08T17:17:27.447166,200000.0,10.003237247467041,0.1880000000000024,0.018793915944321584
2025-07-08T17:17:52.087204,200000.0,10.00202465057373,0.1910000000000025,0.019096133700195035
2025-07-08T17:18:13.335272,200000.0,10.00322937965393,0.18099999999999739,0.01809415670984636
