time,current,tube_out,tube_in,flask_1,flask_2
0.8070633411407471,-0.04240000000000001,30.41015873015872,30.321552028218676,29.62666666666656,29.62666666666656
0.8245944976806641,-0.109,30.498765432098743,30.321552028218676,29.347555555555513,29.62666666666656
3.1014702320098877,0.6549,30.41015873015872,30.321552028218676,29.347555555555513,29.62666666666656
4.70343542098999,0.20960000000000004,30.41015873015872,30.321552028218676,29.347555555555513,29.62666666666656
6.49639105796814,-0.14120000000000002,30.41015873015872,30.41015873015872,29.347555555555513,29.905777777777697
8.095014810562134,-0.1291,30.321552028218676,30.23294532627864,29.347555555555513,29.62666666666656
9.746745824813843,0.6618,30.41015873015872,30.321552028218676,29.62666666666656,29.905777777777697
11.337849140167236,0.478,30.41015873015872,30.321552028218676,29.347555555555513,29.62666666666656
12.92435097694397,-0.1474,30.41015873015872,30.321552028218676,29.347555555555513,29.62666666666656
14.525129795074463,2.9198000000000004,30.41015873015872,30.321552028218676,29.347555555555513,29.62666666666656
16.153940200805664,-0.11660000000000001,30.498765432098743,30.23294532627864,29.347555555555513,29.62666666666656
17.78019952774048,0.7565,30.41015873015872,30.321552028218676,29.347555555555513,29.62666666666656
19.417919397354126,0.7661,30.321552028218676,30.23294532627864,29.347555555555513,29.62666666666656
21.094918489456177,0.8008000000000001,30.41015873015872,30.321552028218676,29.347555555555513,29.62666666666656
22.742263317108154,0.8305,30.41015873015872,30.321552028218676,29.347555555555513,29.905777777777697
24.33051109313965,0.1378,30.498765432098743,30.23294532627864,29.347555555555513,29.62666666666656
25.95663046836853,-0.16960000000000003,30.41015873015872,30.23294532627864,29.347555555555513,29.62666666666656
27.584486961364746,0.8641,30.498765432098743,30.321552028218676,29.347555555555513,29.62666666666656
29.18447470664978,0.9787,30.41015873015872,30.41015873015872,29.347555555555513,29.62666666666656
30.804147720336914,-0.18420000000000003,30.41015873015872,30.41015873015872,29.347555555555513,29.347555555555513
32.44894051551819,1.1698,30.41015873015872,30.41015873015872,29.347555555555513,29.347555555555513
34.06591320037842,-0.0327,30.498765432098743,30.41015873015872,29.347555555555513,29.62666666666656
35.6929247379303,-0.20560000000000003,30.41015873015872,30.41015873015872,29.347555555555513,29.62666666666656
