time_s,delta_mass_g
0.0,0.0
15.003228664398193,0.002999999999985903
30.00070571899414,0.0009999999999763531
45.00160264968872,-0.008000000000038199
60.00323271751404,-0.023000000000024556
75.00028681755066,-0.020000000000038654
90.00030517578125,-0.025000000000034106
105.00024008750916,-0.027000000000043656
120.00176000595093,-0.025000000000034106
135.00211763381958,-0.020000000000038654
150.0000500679016,-0.02400000000000091
165.0017409324646,-0.025000000000034106
180.00022506713867,-0.018000000000029104
195.0024573802948,-0.03100000000000591
210.0005669593811,-0.027000000000043656
225.0010507106781,-0.03300000000001546
240.0022213459015,-0.03200000000003911
255.00195574760437,-0.02800000000002001
270.0034294128418,-0.021000000000015007
285.00179147720337,-0.03400000000004866
300.00048089027405,-0.03300000000001546
315.0002031326294,-0.03400000000004866
330.0001938343048,-0.036000000000001364
345.00054574012756,-0.053000000000054115
360.0011041164398,-0.045000000000015916
375.00046825408936,-0.03300000000001546
390.0000855922699,-0.025000000000034106
405.00096249580383,-0.03000000000002956
420.00034284591675,-0.03300000000001546
435.000700712204,-0.03200000000003911
450.0008294582367,-0.03300000000001546
465.00258803367615,-0.03200000000003911
480.0010280609131,-0.045000000000015916
495.0011487007141,-0.05500000000000682
510.00204825401306,-0.05200000000002092
525.0016150474548,-0.047000000000025466
540.0006103515625,-0.05900000000002592
555.0014593601227,-0.06100000000003547
570.0029656887054,-0.08000000000004093
585.0015256404877,-0.08200000000005048
600.0010089874268,-0.08000000000004093
615.0007741451263,-0.08900000000005548
630.000250339508,-0.11200000000002319
645.0019068717957,-0.11200000000002319
660.0019042491913,-0.1190000000000282
675.0027940273285,-0.125
690.0017943382263,-0.12100000000003774
705.0012974739075,-0.11200000000002319
720.0025656223297,-0.125
735.0002853870392,-0.12800000000004275
750.0017740726471,-0.1290000000000191
765.0000123977661,-0.13500000000004775
780.0005650520325,-0.132000000000005
795.0020492076874,-0.14100000000001955
810.0006165504456,-0.14100000000001955
825.0017020702362,-0.146000000000015
840.0031707286835,-0.17200000000002547
855.0031559467316,-0.20400000000000773
870.0006439685822,-0.2400000000000091
885.001219034195,-0.2540000000000191
900.0024907588959,-0.27300000000002456
915.0012362003326,-0.27300000000002456
930.002197265625,-0.28000000000002956
945.000935792923,-0.27600000000001046
960.0013437271118,-0.26000000000004775
975.0022115707397,-0.27000000000003865
990.0006439685822,-0.26900000000000546
1005.0023787021637,-0.26700000000005275
1020.0009894371033,-0.27000000000003865
1035.002679347992,-0.26700000000005275
1050.0021169185638,-0.27600000000001046
1065.0016162395477,-0.2820000000000391
1080.0018565654755,-0.29200000000003
1095.0020973682404,-0.30100000000004457
1110.000482559204,-0.30100000000004457
1125.0021872520447,-0.29400000000003956
1140.0004253387451,-0.3120000000000118
1155.0032260417938,-0.31500000000005457
1170.003078699112,-0.30700000000001637
1185.0017495155334,-0.30800000000004957
1200.0010471343994,-0.3170000000000073
1215.001228570938,-0.31500000000005457
1230.0022859573364,-0.3190000000000168
1245.0011472702026,-0.3180000000000405
1260.0015003681183,-0.30800000000004957
1275.000675201416,-0.3090000000000259
1290.0010006427765,-0.3090000000000259
1305.0016112327576,-0.3210000000000264
1320.0015020370483,-0.3390000000000555
1335.002554178238,-0.3340000000000032
1350.0007390975952,-0.3350000000000364
1365.0004036426544,-0.327000000000055
1380.0020823478699,-0.3320000000000505
1395.0001361370087,-0.3410000000000082
1410.000818014145,-0.33300000000002683
1425.0001838207245,-0.3340000000000032
1440.0009293556213,-0.3350000000000364
1455.0030481815338,-0.3490000000000464
1470.0028891563416,-0.3450000000000273
1485.0030148029327,-0.35700000000002774
1500.0016286373138,-0.3390000000000555
1515.0013811588287,-0.21100000000001273
1530.0017840862274,-0.22400000000004638
1545.0019972324371,-0.21700000000004138
1560.002123117447,-0.21400000000005548
1575.0008141994476,-0.21500000000003183
1590.000813961029,-0.21700000000004138
1605.0015716552734,-0.22100000000000364
1620.0024755001068,-0.2340000000000373
1635.0022685527802,-0.23500000000001364
1650.0007207393646,-0.2340000000000373
1665.0028491020203,-0.23600000000004684
1680.0007708072662,-0.2300000000000182
1695.0005013942719,-0.23200000000002774
1710.003006696701,-0.2440000000000282
1725.003381729126,-0.25300000000004275
1740.0007877349854,-0.26300000000003365
1755.0002224445343,-0.27600000000001046
1770.0005104541779,-0.28400000000004866
1785.0021424293518,-0.27000000000003865
1800.0020501613617,-0.26400000000001
