time_s,delta_mass_g
0.0,-0.0049999999999954525
15.000654697418213,0.006000000000028649
30.00256109237671,0.007999999999981355
45.00042510032654,0.011000000000024102
60.00014686584473,0.012000000000000455
75.00189280509949,0.012000000000000455
90.00168418884277,0.007999999999981355
105.00063395500183,-0.0009999999999763531
120.00129008293152,-0.0020000000000095497
135.0017168521881,-0.0020000000000095497
150.00104069709778,-0.009000000000014552
165.00124263763428,-0.01999999999998181
180.0005669593811,-0.026999999999986812
195.0017704963684,-0.033999999999991815
210.00022673606873,-0.038000000000010914
225.0014193058014,-0.031999999999982265
240.00157165527344,-0.03899999999998727
255.00015115737915,-0.028999999999996362
270.0012376308441,-0.03100000000000591
285.00067830085754,-0.04199999999997317
300.00171303749084,-0.053999999999973625
315.00272011756897,-0.057999999999992724
330.002170085907,-0.06799999999998363
345.0003237724304,-0.08400000000000318
360.00257897377014,-0.10099999999999909
375.0015754699707,-0.1069999999999709
390.0008325576782,-0.12400000000002365
405.0008912086487,-0.12400000000002365
420.000648021698,-0.13900000000001
435.00207328796387,-0.13700000000000045
450.00149273872375,-0.1360000000000241
465.00102281570435,-0.16300000000001091
480.0012605190277,-0.15999999999996817
495.0021107196808,-0.17300000000000182
510.00045561790466,-0.17899999999997362
525.0011696815491,-0.18500000000000227
540.0021450519562,-0.18999999999999773
555.0007517337799,-0.20499999999998408
570.0013120174408,-0.21199999999998909
585.0016491413116,-0.26900000000000546
600.0024440288544,-0.2699999999999818
615.0021047592163,-0.2740000000000009
630.0011427402496,-0.27899999999999636
645.0001695156097,-0.2909999999999968
660.0006453990936,-0.2869999999999777
675.0011086463928,-0.2939999999999827
690.0027332305908,-0.29300000000000637
705.0004372596741,-0.3009999999999877
720.0024240016937,-0.30000000000001137
735.0014450550079,-0.2969999999999686
750.0008206367493,-0.30700000000001637
765.0001788139343,-0.3100000000000023
780.0005359649658,-0.3140000000000214
795.0016438961029,-0.32200000000000273
810.0004460811615,-0.33299999999997
825.0005962848663,-0.34199999999998454
840.0011763572693,-0.34600000000000364
855.0019962787628,-0.3480000000000132
870.0031027793884,-0.339999999999975
885.0012900829315,-0.339999999999975
900.0029964447021,-0.34600000000000364
915.003048658371,-0.339999999999975
930.001528263092,-0.34300000000001774
945.0002846717834,-0.3569999999999709
960.0013062953949,-0.367999999999995
975.0030360221863,-0.3790000000000191
990.0012140274048,-0.3790000000000191
1005.00137591362,-0.38299999999998136
1020.0006923675537,-0.3919999999999959
1035.0005145072937,-0.3860000000000241
1050.001800775528,-0.3919999999999959
1065.0015144348145,-0.3990000000000009
1080.0000836849213,-0.39699999999999136
1095.0014021396637,-0.40800000000001546
1110.002278327942,-0.4159999999999968
1125.0015256404877,-0.41500000000002046
1140.0023367404938,-0.41500000000002046
1155.001139163971,-0.4119999999999777
1170.0027463436127,-0.4130000000000109
1185.003092288971,-0.41500000000002046
1200.0001690387726,-0.4219999999999686
1215.002677679062,-0.4200000000000159
1230.001960515976,-0.42500000000001137
1245.0013389587402,-0.4300000000000068
1260.0004622936249,-0.44999999999998863
1275.0012447834015,-0.4590000000000032
1290.0008611679077,-0.45799999999997
1305.0013406276703,-0.47399999999998954
1320.0025610923767,-0.47399999999998954
1335.0019237995148,-0.47199999999998
1350.0009689331055,-0.47500000000002274
1365.0002694129944,-0.47399999999998954
1380.0027539730072,-0.4800000000000182
1395.0029349327087,-0.47699999999997544
1410.0032095909119,-0.48399999999998045
1425.0012595653534,-0.49200000000001864
1440.0027787685394,-0.49900000000002365
1455.0026950836182,-0.5059999999999718
1470.0034959316254,-0.5129999999999768
1485.0001516342163,-0.5149999999999864
1500.0000562667847,-0.5219999999999914
1515.0016996860504,-0.52800000000002
1530.0002765655518,-0.5400000000000205
1545.00008893013,-0.5369999999999777
1560.0031788349152,-0.5419999999999732
1575.0000519752502,-0.5480000000000018
1590.0033333301544,-0.5559999999999832
1605.0009405612946,-0.5659999999999741
1620.0017359256744,-0.5679999999999836
1635.0025522708893,-0.5620000000000118
1650.001121044159,-0.5649999999999977
1665.0026326179504,-0.5659999999999741
1680.0013267993927,-0.5749999999999886
1695.0012967586517,-0.5729999999999791
1710.0009965896606,-0.5819999999999936
1725.0022189617157,-0.5919999999999845
1740.0032641887665,-0.6000000000000227
1755.0015935897827,-0.6069999999999709
1770.0019748210907,-0.6220000000000141
1785.0034472942352,-0.6229999999999905
1800.000146150589,-0.625
