steps_rate,duration,delta_mass,ml_rate
70000.0,60.003082513809204,-0.37000000000000455,0.006166349869023015
140000.0,60.00347638130188,-0.8770000000000095,0.014615819830620646
165000.0,60.00412702560425,-1.0279999999999632,0.017132154919299255
115000.0,60.00284242630005,-0.6779999999999973,0.011299464701739209
50000.0,60.0028350353241,-0.2939999999999827,0.004899768483054223
245000.0,60.003873109817505,-1.4110000000000014,0.02351514872077718
95000.0,60.00310397148132,-0.5439999999999827,0.00906619764635074
75000.0,60.00247645378113,-0.4340000000000259,0.0072330347953942975
195000.0,60.00356984138489,-1.13900000000001,0.018982203942380003
110000.0,60.00259518623352,-0.6209999999999809,0.010349552349736663
65000.0,60.00410842895508,-0.3720000000000141,0.006199575491409266
125000.0,60.003456354141235,-0.7470000000000141,0.012449282847828126
175000.0,60.00287199020386,-1.009999999999991,0.01683252761909271
190000.0,60.00337600708008,-1.0830000000000268,0.01804898444167939
250000.0,60.00413703918457,-1.4289999999999736,0.023815024605166674
90000.0,60.00252342224121,-0.5060000000000286,0.008432978667235002
135000.0,60.00300049781799,-0.7689999999999486,0.01281602575904372
240000.0,60.00114727020264,-1.3740000000000236,0.022899562133578907
185000.0,60.002596855163574,-1.0960000000000036,0.01826587610275548
150000.0,60.003117084503174,-0.8239999999999554,0.013732619904387724
170000.0,60.003798961639404,-0.9730000000000132,0.016215639956764318
225000.0,60.00277352333069,-1.2830000000000155,0.021382344926124966
105000.0,60.00397229194641,-0.5949999999999704,0.009916010178543294
215000.0,60.00217342376709,-1.2649999999999864,0.02108256964403418
220000.0,60.00248074531555,-1.2210000000000036,0.02034915864866684
155000.0,60.0024516582489,-0.9149999999999636,0.015249376895655113
230000.0,60.003257274627686,-1.323000000000036,0.022048803016556654
85000.0,60.00305938720703,-0.46100000000001273,0.007682941581780418
210000.0,60.00397610664368,-1.2399999999999523,0.02066529720957373
160000.0,60.00381660461426,-0.8919999999999959,0.014865721057006924
130000.0,60.00243949890137,-0.7299999999999613,0.012166172010611794
200000.0,60.00239872932434,-1.1510000000000105,0.019182566436923034
180000.0,60.00302267074585,-1.0790000000000077,0.017982427417378564
120000.0,60.00278830528259,-0.6519999999999868,0.010866161697065424
235000.0,60.003321170806885,-1.3410000000000082,0.02234876293234979
60000.0,60.002161741256714,-0.3499999999999659,0.005833123171615839
205000.0,60.00214719772339,-1.1790000000000305,0.019649296817910614
80000.0,60.00403451919556,-0.48599999999999,0.008099455376529997
55000.0,60.00355362892151,-0.29300000000000637,0.0048830441245530055
100000.0,60.00146007537842,-0.5779999999999745,0.009633098915823828
145000.0,60.00387668609619,-0.8600000000000136,0.014332407295932076
180000.0,60.00320911407471,-1.021000000000015,0.017015756574934978
125000.0,60.00362706184387,-0.7189999999999941,0.011982608972270012
230000.0,60.003732681274414,-1.330000000000041,0.022165287734092896
200000.0,60.00413179397583,-1.1409999999999627,0.019015357207693394
150000.0,60.003474950790405,-0.8429999999999609,0.014049186329480346
245000.0,60.00126767158508,-1.40300000000002,0.023382839303984264
105000.0,60.00309443473816,-0.6080000000000041,0.010132810744640678
75000.0,60.003429651260376,-0.4289999999999736,0.007149591323251344
195000.0,60.00372862815857,-1.1240000000000236,0.01873216924510509
65000.0,60.00275635719299,-0.37199999999995725,0.006199715189506669
80000.0,60.002262353897095,-0.44599999999996953,0.007433053063390071
95000.0,60.00157713890076,-0.5570000000000164,0.009283089321312141
190000.0,60.003979444503784,-1.09699999999998,0.018282120788581505
120000.0,60.00385785102844,-0.6790000000000305,0.011315939079880223
170000.0,60.002867460250854,-0.964999999999975,0.016082564731414596
235000.0,60.00184607505798,-1.3559999999999945,0.022599304666455367
250000.0,60.002599239349365,-1.468999999999994,0.02448227274522188
100000.0,60.00249195098877,-0.5600000000000023,0.00933294571261176
50000.0,60.00323224067688,-0.24799999999999045,0.004133110679858816
160000.0,60.00353527069092,-0.9390000000000214,0.015649077937890794
110000.0,60.00268030166626,-0.6199999999999477,0.01033287174644314
115000.0,60.003501415252686,-0.6790000000000305,0.011316006299382906
155000.0,60.002498388290405,-0.8489999999999895,0.014149410821294625
240000.0,60.00306153297424,-1.4169999999999732,0.023615461674755898
70000.0,60.003283977508545,-0.40800000000001546,0.006799627836252245
140000.0,60.00282263755798,-0.7969999999999686,0.013282708462136528
205000.0,60.00200080871582,-1.170000000000016,0.019499349758851092
185000.0,60.002265214920044,-1.0330000000000155,0.0172160167003687
55000.0,60.00270986557007,-0.32900000000000773,0.005483085692914513
85000.0,60.001566886901855,-0.5010000000000332,0.008349781947267779
210000.0,60.00270652770996,-1.197999999999979,0.019965766035015913
135000.0,60.00303554534912,-0.7760000000000105,0.01293267903777176
165000.0,60.00231909751892,-0.9519999999999982,0.015866053417914694
175000.0,60.00261187553406,-0.9970000000000141,0.016615943353734886
130000.0,60.00257658958435,-0.7520000000000095,0.01253279513551001
90000.0,60.00143575668335,-0.5260000000000105,0.008766456891682315
145000.0,60.00319981575012,-0.81899999999996,0.013649272080736305
220000.0,60.00296592712402,-1.2969999999999686,0.021615598161851306
60000.0,60.00339412689209,-0.3199999999999932,0.00533303165023088
225000.0,60.00153732299805,-1.2790000000000248,0.021316120503962414
215000.0,60.001641035079956,-1.2830000000000155,0.021382748502660278
210000.0,60.00376033782959,-1.2059999999999889,0.020098740365771074
115000.0,60.004228591918945,-0.6199999999999761,0.010332605127157229
120000.0,60.00387263298035,-0.7150000000000034,0.011915897568368162
60000.0,60.002214193344116,-0.34600000000000364,0.005766453865937242
245000.0,60.003164291381836,-1.4170000000000016,0.023615421232101974
