steps_rate,duration,delta_mass,ml_rate
200000.0,60.00412702560425,-0.86099999999999,0.014349013020930949
250000.0,60.00296664237976,-1.3460000000000036,0.022432224193550645
105000.0,60.00210618972778,-0.5729999999999791,0.009549664776568715
60000.0,60.00383758544922,-0.3090000000000259,0.005149670628315907
235000.0,60.004058599472046,-1.3210000000000264,0.022015177486871686
80000.0,60.0021448135376,-0.47999999999996135,0.007999714035083367
125000.0,60.00353693962097,-0.6789999999999736,0.011315999599877299
75000.0,60.00311040878296,-0.4200000000000159,0.006999637137786417
170000.0,60.003445625305176,-0.9270000000000209,0.015449112802433438
100000.0,60.003926277160645,-0.5099999999999909,0.008499443813797776
225000.0,60.00374460220337,-1.2040000000000077,0.02006541438341827
85000.0,60.002145528793335,-0.4399999999999977,0.007333071111413077
155000.0,60.00247359275818,-0.8480000000000132,0.014132750688837603
175000.0,60.00234913825989,-0.9309999999999832,0.015516059177195455
120000.0,60.00226712226868,-0.6839999999999691,0.011399569263043991
205000.0,60.00249981880188,-1.1669999999999732,0.019449189675832337
140000.0,60.00158143043518,-0.8129999999999882,0.013549642869706136
135000.0,60.003992557525635,-0.7800000000000296,0.012999135003429082
160000.0,60.004098892211914,-0.8979999999999677,0.014965644290618977
130000.0,60.00238490104675,-0.7249999999999659,0.012082853059850929
195000.0,60.0027129650116,-1.0930000000000177,0.018215843017587573
210000.0,60.003984212875366,-1.1929999999999836,0.019882013097123563
185000.0,60.00232267379761,-1.0429999999999495,0.0173826604291673
50000.0,60.00314021110535,-0.27600000000001046,0.00459975926308151
180000.0,60.0041720867157,-1.0049999999999955,0.016748835373440508
230000.0,60.00211501121521,-1.2729999999999677,0.02121591880156269
190000.0,60.00268578529358,-1.0509999999999877,0.0175158826016682
150000.0,60.00291633605957,-0.8550000000000182,0.014249307403850208
95000.0,60.00314164161682,-0.5369999999999777,0.0089495313963282
90000.0,60.00347328186035,-0.5110000000000241,0.008516173682140905
110000.0,60.00382041931152,-0.5949999999999704,0.009916035276455109
215000.0,60.0023558139801,-1.218999999999994,0.0203158689931967
220000.0,60.00298857688904,-1.2539999999999623,0.020898959030899958
240000.0,60.00192070007324,-1.350999999999999,0.02251594589368453
65000.0,60.00416660308838,-0.3569999999999709,0.005949586840551108
115000.0,60.00235390663147,-0.7160000000000082,0.011932865185825247
55000.0,60.00423765182495,-0.3439999999999941,0.00573292843075612
245000.0,60.002684116363525,-1.41700000000003,0.023615610215903582
70000.0,60.0022177696228,-0.4019999999999868,0.006699752358212108
145000.0,60.00594091415405,-0.8249999999999886,0.01374863867529806
165000.0,60.003180265426636,-0.9390000000000214,0.0156491705247341
