time,vial_A_135_degree,vial_B_135_degree,vial_C_135_degree,vial_D_135_degree,vial_A_180_degree,vial_B_180_degree,vial_C_180_degree,vial_D_180_degree,vial_A_reference,vial_B_reference,vial_C_reference,vial_D_reference,io_temp_in,io_temp_out,vial_A_temp,vial_B_temp,vial_C_temp,vial_D_temp,ambient_temp,peltier_current
6.67572021484375e-06,3.1578606851300832,4.68171206225681,4.479755855649652,4.68171206225681,1.909404135194934,0.7527458609903106,1.0281406881818875,0.8629037918669413,2.607071030746929,0.14687724116884107,0.23867551689936675,0.09179827573052568,2.07464103150988,2.00120241092546,25.125,24.937,24.937,24.812,25.5,-0.071
30.00019931793213,2.882465857938506,4.68171206225681,4.6266330968184946,4.68171206225681,1.872684824902724,0.7711055161364156,1.0281406881818875,0.8996231021591516,2.441834134431983,0.07343862058442054,0.403912413214313,0.2019562066071565,2.056281376363775,2.00120241092546,25.187,24.937,25.0,24.875,25.5,-1.2886000000000002
60.00034284591675,2.864106202792401,4.68171206225681,4.68171206225681,4.68171206225681,1.8176058594644084,0.7527458609903106,1.0281406881818875,0.9179827573052567,2.75394827191577,0.23867551689936675,0.3121141374837873,0.09179827573052568,2.056281376363775,2.00120241092546,25.187,24.937,25.0,24.875,25.625,-1.2505
90.00051593780518,2.5152727550164036,4.68171206225681,4.644992751964599,4.68171206225681,1.909404135194934,0.7527458609903106,1.0648599984740978,0.8996231021591516,2.5152727550164036,0.12851758602273594,0.23867551689936675,0.11015793087663082,2.07464103150988,2.00120241092546,25.187,25.0,25.0,24.812,25.625,-1.3373000000000002
120.00064778327942,2.9375448233768218,4.68171206225681,4.68171206225681,4.68171206225681,1.8359655146105134,0.7894651712825208,1.0097810330357824,0.936342412451362,2.460193789578088,0.07343862058442054,0.2570351720454719,0.05507896543831541,2.056281376363775,2.0195620660715647,25.25,25.0,25.0,24.875,25.625,0.0819
150.00079917907715,2.7906675822079805,4.68171206225681,4.6266330968184946,4.68171206225681,1.909404135194934,0.7711055161364156,1.0648599984740978,0.954702067597467,2.9926237888151372,0.3671931029221027,0.3855527580682078,0.12851758602273594,2.056281376363775,2.0195620660715647,25.25,25.0,24.937,24.875,25.625,0.09680000000000001
180.00095391273499,2.955904478522927,4.68171206225681,4.663352407110704,4.68171206225681,1.872684824902724,0.807824826428626,1.046500343327993,0.8812634470130466,2.7355886167696655,0.3121141374837873,0.07343862058442054,0.07343862058442054,2.056281376363775,2.0195620660715647,25.25,25.062,25.0,24.875,25.625,0.1164
210.00112557411194,2.607071030746929,4.68171206225681,4.479755855649652,4.296159304188602,1.909404135194934,0.7527458609903106,1.0648599984740978,0.8812634470130466,2.9926237888151372,0.3121141374837873,0.09179827573052568,0.07343862058442054,2.07464103150988,2.0195620660715647,25.25,25.0,25.0,24.875,25.625,-0.5533
240.00126576423645,2.9742641336690316,4.68171206225681,4.608273441672389,4.68171206225681,1.872684824902724,0.7527458609903106,1.046500343327993,0.9179827573052567,2.258237582970932,0.14687724116884107,0.07343862058442054,0.07343862058442054,2.07464103150988,2.0195620660715647,25.187,25.062,25.0,24.875,25.625,0.1354
270.0014364719391,2.75394827191577,4.68171206225681,4.516475165941864,4.68171206225681,1.8359655146105134,0.7343862058442054,1.0281406881818875,0.807824826428626,2.6254306858930345,0.5140703440909438,0.3855527580682078,0.12851758602273594,2.07464103150988,2.0195620660715647,25.187,25.0,25.0,24.875,25.625,-1.3711000000000002
300.0015993118286,2.9191851682307166,4.68171206225681,4.68171206225681,4.68171206225681,1.8910444800488289,0.7711055161364156,1.083219653620203,0.33047379262989246,2.7355886167696655,0.18359655146105136,0.23867551689936675,0.07343862058442054,2.07464103150988,2.0379217212176703,25.187,25.0,25.0,24.875,25.625,0.16010000000000002
330.00175189971924,2.9008255130846115,4.68171206225681,4.406317235065233,4.68171206225681,1.8176058594644084,0.7894651712825208,1.0648599984740978,0.8629037918669413,3.43325551232166,0.07343862058442054,0.16523689631494623,0.05507896543831541,2.07464103150988,2.0379217212176703,25.187,25.0,25.0,24.875,25.625,-1.4079000000000002
360.00190258026123,3.1578606851300832,4.68171206225681,4.663352407110704,4.68171206225681,1.8910444800488289,0.7160265506981003,1.046500343327993,0.8445441367208363,2.8090272373540857,0.42227206836041814,0.12851758602273594,0.09179827573052568,2.07464103150988,2.0379217212176703,25.187,25.0,24.937,24.875,25.625,-0.2571
390.002055644989,2.8090272373540857,4.68171206225681,4.608273441672389,4.68171206225681,1.8910444800488289,0.807824826428626,1.0281406881818875,0.8812634470130466,0.05507896543831541,0.18359655146105136,0.09179827573052568,0.11015793087663082,2.07464103150988,2.0379217212176703,25.187,25.0,25.0,24.875,25.625,-1.4336000000000002
420.0022134780884,2.607071030746929,4.68171206225681,4.6266330968184946,4.68171206225681,1.8543251697566188,0.7527458609903106,1.0281406881818875,0.8812634470130466,2.460193789578088,0.4773510337987335,0.34883344777599756,0.09179827573052568,2.07464103150988,2.0379217212176703,25.187,25.0,24.937,24.875,25.625,0.1895
450.00236415863037,3.139501029983978,4.68171206225681,4.663352407110704,4.68171206225681,1.8910444800488289,0.7527458609903106,0.9914213778896773,0.826184481574731,3.469974822613871,0.07343862058442054,0.14687724116884107,0.05507896543831541,2.07464103150988,2.056281376363775,25.187,25.0,25.0,24.937,25.625,0.038700000000000005
480.0025153160095,3.2496589608606086,4.68171206225681,4.68171206225681,4.68171206225681,1.8543251697566188,0.7711055161364156,0.9179827573052567,0.8812634470130466,3.304737926298924,0.23867551689936675,0.27539482719157704,0.07343862058442054,2.07464103150988,2.0379217212176703,25.25,25.0,25.0,24.875,25.625,0.1955
510.00265073776245,2.7906675822079805,4.68171206225681,4.663352407110704,4.68171206225681,1.8910444800488289,0.7711055161364156,1.046500343327993,0.8996231021591516,2.827386892500191,0.07343862058442054,0.2570351720454719,0.18359655146105136,2.07464103150988,2.056281376363775,25.25,25.0,25.0,24.875,25.625,-1.5392000000000001
540.0028140544891,2.8090272373540857,4.68171206225681,4.68171206225681,4.68171206225681,1.872684824902724,0.7527458609903106,1.0097810330357824,0.9179827573052567,1.0648599984740978,0.403912413214313,0.11015793087663082,0.14687724116884107,2.093000686655986,2.0379217212176703,25.25,25.0,24.937,24.812,25.625,-1.1131000000000002
570.0029721260071,2.9926237888151372,4.68171206225681,4.68171206225681,4.68171206225681,1.8910444800488289,0.7527458609903106,1.0281406881818875,1.1015793087663082,2.350035858701457,0.07343862058442054,0.12851758602273594,1.0097810330357824,2.07464103150988,2.056281376363775,25.187,25.0,25.0,24.812,25.625,-1.2374
600.003093957901,2.9191851682307166,4.68171206225681,4.68171206225681,4.68171206225681,1.9461234454871446,0.7527458609903106,1.083219653620203,0.7711055161364156,2.827386892500191,0.07343862058442054,0.23867551689936675,0.07343862058442054,2.07464103150988,2.056281376363775,25.187,25.0,24.937,24.812,25.625,0.2131
630.0032594203949,2.7906675822079805,4.68171206225681,4.68171206225681,4.68171206225681,1.8543251697566188,0.7711055161364156,1.119938963912413,0.8996231021591516,3.5617730983443963,0.5691493095292592,0.42227206836041814,0.27539482719157704,2.093000686655986,2.056281376363775,25.187,25.0,25.0,24.812,25.5,-1.5532000000000001
660.0034265518188,2.9191851682307166,4.68171206225681,4.663352407110704,4.68171206225681,1.8543251697566188,0.7527458609903106,1.0281406881818875,1.046500343327993,2.864106202792401,0.3121141374837873,0.3121141374837873,0.12851758602273594,2.093000686655986,2.056281376363775,25.187,25.0,24.937,24.812,25.625,-0.7548
