out_pump_steps_rate,in_pump_steps_rate,initial_mass,mass_3min,end_mass,delta_mass_end_minus_3min
44208.31434737733,43717.81855109778,0.0,-0.01999999999998181,-0.6150000000000091,-0.5950000000000273
43208.31434737733,43717.81855109778,0.0,-0.009999999999990905,-0.06699999999995043,-0.05699999999995953
42208.31434737733,43717.81855109778,0.0,0.023000000000024556,0.007000000000005002,-0.016000000000019554
41208.31434737733,43717.81855109778,0.0,0.02800000000002001,0.117999999999995,0.08999999999997499
41708.0,43717.81855109778,0.0,0.036000000000001364,0.27300000000002456,0.2370000000000232
41958.0,43717.81855109778,0.0,0.016000000000019554,0.07699999999999818,0.06099999999997863
42083.0,43717.81855109778,0.0,0.021000000000015007,0.11000000000001364,0.08899999999999864
42146.0,43717.81855109778,0.0,0.014999999999986358,0.1069999999999709,0.09199999999998454
42177.0,43717.81855109778,0.0,-0.0020000000000095497,0.06900000000001683,0.07100000000002638
42193.0,43717.81855109778,0.0,-0.007000000000005002,0.08999999999997499,0.09699999999997999
42201.0,43717.81855109778,0.0,0.008000000000038199,0.047000000000025466,0.03899999999998727
42205.0,43717.81855109778,0.0,0.004000000000019099,0.06900000000001683,0.06499999999999773
42207.0,43717.81855109778,0.0,-0.0010000000000331966,0.055999999999983174,0.05700000000001637
42208.0,43717.81855109778,0.0,0.010999999999967258,0.10199999999997544,0.09100000000000819
